Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Adj Close,Return,Short_MA,Long_MA
2016-01-27,2016,1,27,Wednesday,04,2016-04,189.58,191.56,187.06,188.13,185681700,165.24,-0.010883102980881243,166.70857142857145,168.35117647058826
2016-01-28,2016,1,28,Thursday,04,2016-04,189.96,190.2,187.16,189.11,143798800,166.1,0.005209022533062324,166.39857142857144,168.22611111111112
2016-01-29,2016,1,29,Friday,04,2016-04,190.02,193.88,189.88,193.72,210529300,170.15,0.024377309050582552,166.51142857142858,168.32736842105265
2016-02-01,2016,2,1,Monday,05,2016-05,192.53,194.58,191.84,193.65,136061600,170.09,-0.0003615799429309563,166.6078571428571,168.4155
2016-02-02,2016,2,2,Tuesday,05,2016-05,191.96,191.97,189.54,190.16,182564900,167.02,-0.018021932122003093,166.38785714285714,168.3490476190476
2016-02-03,2016,2,3,Wednesday,05,2016-05,191.41,191.78,187.1,191.3,205054900,168.03,0.005994899753684724,166.54285714285714,168.33454545454546
2016-02-04,2016,2,4,Thursday,05,2016-05,190.71,192.75,189.96,191.6,139531800,168.29,0.0015682326502060029,166.52214285714285,168.33260869565217
2016-02-05,2016,2,5,Friday,05,2016-05,190.99,191.67,187.2,187.95,180788300,165.08,-0.01905027351458355,166.53071428571428,168.19708333333332
2016-02-08,2016,2,8,Monday,06,2016-06,185.77,186.12,182.8,185.42,191526700,162.86,-0.013460768087615427,166.365,167.9836
2016-02-09,2016,2,9,Tuesday,06,2016-06,183.36,186.94,183.2,185.43,184513100,162.87,5.368540968286872e-05,166.35142857142858,167.78692307692307
2016-02-10,2016,2,10,Wednesday,06,2016-06,186.41,188.34,185.12,185.27,148214100,162.73,-0.0008627616016093631,166.26214285714286,167.59962962962965
2016-02-11,2016,2,11,Thursday,06,2016-06,182.34,184.1,181.09,182.86,219058900,160.61,-0.013008015730466616,165.78142857142856,167.35
2016-02-12,2016,2,12,Friday,06,2016-06,184.96,186.65,183.96,186.63,127632400,163.92,0.020616612557428526,165.71785714285716,167.23172413793105
2016-02-16,2016,2,16,Tuesday,07,2016-07,188.77,189.81,187.63,189.78,120250700,166.69,0.01687843679261669,165.6914285714286,167.21366666666665
2016-02-17,2016,2,17,Wednesday,07,2016-07,191.16,193.32,191.01,192.88,136009500,169.41,0.016334833419410888,165.9892857142857,167.28451612903226
2016-02-18,2016,2,18,Thursday,07,2016-07,193.2,193.27,191.72,192.09,102343000,168.72,-0.004095847607628711,166.17642857142854,167.329375
2016-02-19,2016,2,19,Friday,07,2016-07,191.17,192.18,190.45,192.0,114793000,168.64,-0.0004684716330025651,166.06857142857143,167.36909090909091
2016-02-22,2016,2,22,Monday,08,2016-08,193.87,194.95,193.79,194.78,103640300,171.08,0.014479119852212063,166.13928571428573,167.47823529411767
2016-02-23,2016,2,23,Tuesday,08,2016-08,194.0,194.32,192.18,192.32,111455300,168.92,-0.012629595747513989,166.27500000000003,167.5194285714286
2016-02-24,2016,2,24,Wednesday,08,2016-08,190.63,193.53,189.32,193.2,150812200,169.69,0.004575594918121428,166.39357142857142,167.57972222222222
2016-02-25,2016,2,25,Thursday,08,2016-08,193.73,195.55,192.83,195.54,110728300,171.75,0.012111812049264481,166.64071428571427,167.69243243243244
2016-02-26,2016,2,26,Friday,08,2016-08,196.57,196.68,194.9,195.09,129833700,171.35,-0.002301297532726121,167.08857142857144,167.78868421052633
2016-02-29,2016,2,29,Monday,09,2016-09,195.11,196.23,193.33,193.56,125918100,170.01,-0.007842530682094728,167.5992857142857,167.84564102564104
2016-03-01,2016,3,1,Tuesday,09,2016-09,195.01,198.21,194.45,198.11,141799700,174.01,0.023506868248989177,168.395,167.99975
2016-03-02,2016,3,2,Wednesday,09,2016-09,197.74,199.06,197.25,199.0,102415000,174.79,0.004492641023662314,169.2564285714286,168.16536585365853
2016-03-03,2016,3,3,Thursday,09,2016-09,198.79,199.8,198.11,199.78,95172200,175.47,0.0039194262274975245,170.31785714285712,168.33928571428572
2016-03-04,2016,3,4,Friday,09,2016-09,200.01,201.35,199.03,200.43,129293600,176.05,0.0032535963387476663,171.18428571428572,168.5186046511628
2016-03-07,2016,3,7,Monday,10,2016-10,199.34,201.07,199.25,200.59,100219000,176.19,0.0007983666204225415,171.86285714285717,168.69295454545454
2016-03-08,2016,3,8,Tuesday,10,2016-10,199.32,199.92,198.21,198.4,123974900,174.26,-0.01091792442690731,172.2092857142857,168.81666666666666
2016-03-09,2016,3,9,Wednesday,10,2016-10,199.36,199.79,198.43,199.38,94801200,175.12,0.004939646439593881,172.66642857142855,168.9536956521739
2016-03-10,2016,3,10,Thursday,10,2016-10,199.96,201.07,197.38,199.54,156838700,175.26,0.0008023096200653335,173.1392857142857,169.08787234042555
2016-03-11,2016,3,11,Friday,10,2016-10,201.26,202.81,199.52,202.76,137964500,178.09,0.016137367737662167,173.64000000000001,169.27541666666667
2016-03-14,2016,3,14,Monday,11,2016-11,202.16,203.04,201.77,202.5,73612000,177.86,-0.0012824479333249927,174.2785714285714,169.45061224489797
2016-03-15,2016,3,15,Tuesday,11,2016-11,201.36,202.53,201.05,202.17,93169100,177.57,-0.001629654146314219,174.8414285714286,169.613
2016-03-16,2016,3,16,Wednesday,11,2016-11,201.6,203.82,201.55,203.34,129303200,178.6,0.005787171003307057,175.3307142857143,169.65380000000002
2016-03-17,2016,3,17,Thursday,11,2016-11,203.24,205.23,202.77,204.63,134278500,179.73,0.006344227797573598,175.9292857142857,169.7112
2016-03-18,2016,3,18,Friday,11,2016-11,204.17,204.78,203.8,204.38,138372400,180.44,0.003929511928402407,176.67428571428573,169.8274
2016-03-21,2016,3,21,Monday,12,2016-12,204.07,204.94,203.8,204.67,72926700,180.7,0.0014188155165208993,177.15214285714282,170.03260000000003
2016-03-22,2016,3,22,Tuesday,12,2016-12,203.76,205.23,203.57,204.56,97471900,180.6,-0.0005370653180359897,177.56714285714284,170.2732
2016-03-23,2016,3,23,Wednesday,12,2016-12,204.11,204.33,203.01,203.21,81052500,179.41,-0.006599652325259608,177.84857142857143,170.4866
2016-03-24,2016,3,24,Thursday,12,2016-12,202.0,203.16,201.74,203.12,84360900,179.33,-0.00044311526874007967,178.08285714285714,170.6712
2016-03-28,2016,3,28,Monday,13,2016-13,203.61,203.86,202.71,203.24,62408200,179.43,0.000591025550155333,178.3142857142857,170.94259999999997
2016-03-29,2016,3,29,Tuesday,13,2016-13,202.76,205.25,202.4,205.12,92922900,181.09,0.009249877480983493,178.80214285714285,171.19279999999998
2016-03-30,2016,3,30,Wednesday,13,2016-13,206.3,206.87,205.59,206.02,86365300,181.89,0.004387954606657196,179.28571428571428,171.53140000000002
2016-03-31,2016,3,31,Thursday,13,2016-13,205.91,206.41,205.33,205.52,94584100,181.45,-0.0024271305070892035,179.72785714285715,171.8568
2016-04-01,2016,4,1,Friday,13,2016-13,204.35,207.14,203.98,206.92,114423500,182.68,0.006811945220197124,180.0557142857143,172.24919999999997
2016-04-04,2016,4,4,Monday,14,2016-14,206.83,207.07,205.89,206.25,63497000,182.09,-0.0032378018629638516,180.35785714285717,172.6114
2016-04-05,2016,4,5,Tuesday,14,2016-14,204.67,206.26,203.89,204.19,99662200,180.27,-0.00998805385419066,180.5507142857143,172.87
2016-04-06,2016,4,6,Wednesday,14,2016-14,204.19,206.49,203.98,206.42,91839800,182.24,0.010921113563211238,180.81071428571428,173.2186
2016-04-07,2016,4,7,Thursday,14,2016-14,205.14,205.56,203.09,203.95,113859000,180.06,-0.011965782911366296,180.8342857142857,173.4786
2016-04-08,2016,4,8,Friday,14,2016-14,205.34,205.85,203.87,204.5,95040600,180.55,0.0026970096208822625,180.84214285714285,173.78480000000002
2016-04-11,2016,4,11,Monday,15,2016-15,205.25,206.07,203.91,204.02,83757500,180.12,-0.002347218457809941,180.8007142857143,174.0652
2016-04-12,2016,4,12,Tuesday,15,2016-15,204.22,206.25,203.7,205.92,115350600,181.8,0.009312780771449702,180.88642857142858,174.2982
2016-04-13,2016,4,13,Wednesday,15,2016-15,207.0,208.1,206.84,208.0,96336400,183.64,0.010100916843671426,181.1885714285714,174.56920000000002
2016-04-14,2016,4,14,Thursday,15,2016-15,208.07,208.6,207.6,208.01,65212900,183.65,4.794425504006661e-05,181.49714285714285,174.9018
2016-04-15,2016,4,15,Friday,15,2016-15,208.01,208.17,207.4,207.78,75761600,183.44,-0.0011057392670463795,181.78357142857143,175.21
2016-04-18,2016,4,18,Monday,16,2016-16,207.78,209.28,207.0,209.24,82531000,184.73,0.007026738054208392,182.04357142857143,175.5388
2016-04-19,2016,4,19,Tuesday,16,2016-16,209.74,210.2,208.94,209.9,88316100,185.31,0.003154324248310081,182.28785714285715,175.9434
2016-04-20,2016,4,20,Wednesday,16,2016-16,209.95,210.92,209.39,210.1,81100300,185.49,0.0009528402535978753,182.57642857142855,176.396
2016-04-21,2016,4,21,Thursday,16,2016-16,210.12,210.25,208.65,208.97,85695000,184.49,-0.005378356845804011,182.7057142857143,176.82839999999996
2016-04-22,2016,4,22,Friday,16,2016-16,208.55,209.29,207.91,208.97,99251700,184.49,0.0,182.87714285714284,177.2636
2016-04-25,2016,4,25,Monday,17,2016-17,208.26,208.66,207.54,208.61,66166500,184.18,-0.0017227784057046724,183.15642857142856,177.735
2016-04-26,2016,4,26,Tuesday,17,2016-17,209.04,209.52,208.36,208.92,75864200,184.45,0.0014858198404918976,183.31428571428572,178.1456
2016-04-27,2016,4,27,Wednesday,17,2016-17,208.47,209.81,208.05,209.35,77329400,184.83,0.002058398558972163,183.655,178.5084
2016-04-28,2016,4,28,Thursday,17,2016-17,208.46,209.76,206.96,207.45,97216200,183.15,-0.009075763729967656,183.84071428571428,178.7832
2016-04-29,2016,4,29,Friday,17,2016-17,206.72,207.13,205.03,206.33,142424100,182.16,-0.005398739946876563,183.98642857142858,179.05199999999996
2016-05-02,2016,5,2,Monday,18,2016-18,206.92,208.18,206.41,207.97,62188000,183.61,0.007948360659514098,184.1157142857143,179.35139999999998
2016-05-03,2016,5,3,Tuesday,18,2016-18,206.52,206.8,205.28,206.16,106422100,182.01,-0.008703179254112459,183.99928571428572,179.57
2016-05-04,2016,5,4,Wednesday,18,2016-18,204.99,205.85,204.42,205.01,92243800,181.0,-0.005578224243625307,183.81,179.8116
2016-05-05,2016,5,5,Thursday,18,2016-18,205.56,205.98,204.47,204.97,67619200,180.96,-0.000194995552533328,183.63285714285715,180.03699999999998
2016-05-06,2016,5,6,Friday,18,2016-18,204.06,205.77,203.88,205.72,89315000,181.62,0.00365900878081149,183.41071428571428,180.2344
2016-05-09,2016,5,9,Monday,19,2016-19,205.57,206.4,205.36,205.89,74374900,181.77,0.0008265219623133646,183.15785714285715,180.44280000000003
2016-05-10,2016,5,10,Tuesday,19,2016-19,206.72,208.47,206.64,208.45,77472200,184.03,0.01243334020553477,183.05357142857142,180.7232
2016-05-11,2016,5,11,Wednesday,19,2016-19,207.91,208.54,206.5,206.5,81727000,182.31,-0.009354487078556573,182.89785714285716,180.88920000000002
2016-05-12,2016,5,12,Thursday,19,2016-19,207.29,207.49,205.37,206.56,89586300,182.37,0.00029025729786180676,182.7464285714286,181.0408
2016-05-13,2016,5,13,Friday,19,2016-19,206.21,206.86,204.38,204.76,96474600,180.78,-0.008713894035621284,182.5035714285714,181.14700000000002
2016-05-16,2016,5,16,Monday,20,2016-20,204.96,207.34,204.89,206.78,77486800,182.56,0.00986541793671214,182.36857142857144,181.27720000000002
2016-05-17,2016,5,17,Tuesday,20,2016-20,206.46,206.8,204.23,204.85,114924900,180.86,-0.009333828030453795,182.085,181.37060000000002
2016-05-18,2016,5,18,Wednesday,20,2016-20,204.44,206.3,203.63,204.91,120062100,180.91,0.00029284834969289797,181.925,181.5036
2016-05-19,2016,5,19,Thursday,20,2016-20,204.06,204.54,202.78,204.2,115430500,180.28,-0.0034649901965431162,181.7907142857143,181.6068
2016-05-20,2016,5,20,Friday,20,2016-20,204.92,206.1,204.86,205.49,104990400,181.42,0.006317593968518276,181.6342857142857,181.73
2016-05-23,2016,5,23,Monday,21,2016-21,205.51,205.84,204.99,205.21,58682600,181.17,-0.001362537273174369,181.5742857142857,181.7916
2016-05-24,2016,5,24,Tuesday,21,2016-21,206.17,208.24,206.14,207.87,93537800,183.52,0.012962186093045336,181.75428571428571,181.9048
2016-05-25,2016,5,25,Wednesday,21,2016-21,208.67,209.77,207.87,209.28,76621400,184.77,0.0067830752867978905,182.02642857142857,182.0488
2016-05-26,2016,5,26,Thursday,21,2016-21,209.44,209.71,208.97,209.34,55280700,184.82,0.0002865667894691448,182.25500000000002,182.1732
2016-05-27,2016,5,27,Friday,21,2016-21,209.53,210.25,209.47,210.24,64211200,185.61,0.004299416958242652,182.5292857142857,182.29080000000002
2016-05-31,2016,5,31,Tuesday,22,2016-22,210.56,210.69,209.18,209.84,109879400,185.26,-0.0019027629439835048,182.61714285714288,182.3872
2016-06-01,2016,6,1,Wednesday,22,2016-22,209.12,210.48,208.89,210.27,69936200,185.64,0.0020493737475568707,182.855,182.486
2016-06-02,2016,6,2,Thursday,22,2016-22,209.8,210.93,209.24,210.91,63044700,186.21,0.003043772591366567,183.12928571428571,182.5982
2016-06-03,2016,6,3,Friday,22,2016-22,210.25,210.69,208.86,210.28,101757100,185.65,-0.0029870895159074262,183.47714285714287,182.72300000000004
2016-06-06,2016,6,6,Monday,23,2016-23,210.7,211.77,210.51,211.35,64887000,186.59,0.005088384053202111,183.76500000000001,182.86820000000003
2016-06-07,2016,6,7,Tuesday,23,2016-23,211.53,212.34,211.5,211.68,60974800,186.89,0.001561334702796069,184.1957142857143,183.0174
2016-06-08,2016,6,8,Wednesday,23,2016-23,211.84,212.52,211.69,212.37,66170900,187.49,0.003259705285868053,184.66571428571427,183.1454
2016-06-09,2016,6,9,Thursday,23,2016-23,211.51,212.22,211.19,212.08,73786900,187.24,-0.0013655166318525813,185.16285714285715,183.25239999999997
2016-06-10,2016,6,10,Friday,23,2016-23,210.46,210.86,209.43,210.07,113829200,185.46,-0.009477398438807683,185.45142857142858,183.3326
2016-06-13,2016,6,13,Monday,24,2016-24,209.36,210.37,208.35,208.45,117751200,184.03,-0.00771223559971046,185.65571428571428,183.3596
2016-06-14,2016,6,14,Tuesday,24,2016-24,208.0,208.74,206.92,208.04,125059300,183.67,-0.0019666121182407847,185.66642857142855,183.3912
2016-06-15,2016,6,15,Wednesday,24,2016-24,208.04,209.36,207.53,207.75,109124500,183.42,-0.0013941037742902784,185.57,183.4542
2016-06-16,2016,6,16,Thursday,24,2016-24,207.75,208.57,205.59,208.37,149533100,183.96,0.002984440627026963,185.50857142857143,183.48860000000002
2016-06-17,2016,6,17,Friday,24,2016-24,207.17,207.2,205.75,206.52,117055700,183.28,-0.0037242196287607943,185.34214285714285,183.553
2016-06-20,2016,6,20,Monday,25,2016-25,208.82,209.61,207.75,207.85,82789600,184.46,0.00644000986736093,185.285,183.63119999999998
2016-06-21,2016,6,21,Tuesday,25,2016-25,208.3,208.92,207.78,208.44,72461700,184.98,0.0028387738270627683,185.23785714285714,183.7284
2016-06-22,2016,6,22,Wednesday,25,2016-25,208.65,209.5,207.93,208.1,95560500,184.68,-0.0016313636235030238,185.12857142857143,183.78600000000003
2016-06-23,2016,6,23,Thursday,25,2016-25,209.81,210.87,209.27,210.81,102731400,187.09,0.013022743553156468,185.23142857142855,183.855
2016-06-24,2016,6,24,Friday,25,2016-25,203.63,210.85,202.72,203.24,333444400,180.37,-0.03590891544265329,184.78714285714287,183.7894
2016-06-27,2016,6,27,Monday,26,2016-26,201.59,201.6,198.65,199.6,230775800,177.14,-0.01790998966715096,184.09071428571428,183.6634
2016-06-28,2016,6,28,Tuesday,26,2016-26,201.48,203.23,201.12,203.2,159382400,180.33,0.018035898135629003,183.57928571428573,183.5754
2016-06-29,2016,6,29,Wednesday,26,2016-26,204.84,206.93,204.72,206.66,137328600,183.4,0.017027600763025008,183.305,183.5372
2016-06-30,2016,6,30,Thursday,26,2016-26,207.21,209.54,206.56,209.48,165021900,185.91,0.01364553815229641,183.33714285714285,183.5456
2016-07-01,2016,7,1,Friday,26,2016-26,209.48,210.49,209.29,209.92,106055300,186.3,0.0021004685692223024,183.49928571428572,183.58180000000002
2016-07-05,2016,7,5,Tuesday,27,2016-27,208.95,209.08,207.71,208.41,109803700,184.96,-0.007193099093681488,183.5914285714286,183.5912
2016-07-06,2016,7,6,Wednesday,27,2016-27,207.83,209.8,207.06,209.66,96021500,186.06,0.005997735215582667,183.78,183.6288
2016-07-07,2016,7,7,Thursday,27,2016-27,209.87,210.65,208.63,209.53,85593800,185.95,-0.0006202260105878654,183.92214285714286,183.6588
2016-07-08,2016,7,8,Friday,27,2016-27,211.05,212.94,210.78,212.65,133971000,188.72,0.014890723487263946,184.3107142857143,183.7366
2016-07-11,2016,7,11,Monday,28,2016-28,213.19,214.07,212.95,213.4,73633900,189.38,0.0035270499471895533,184.66214285714287,183.86120000000003
2016-07-12,2016,7,12,Tuesday,28,2016-28,214.53,215.3,213.43,214.95,101275600,190.76,0.007263042678684606,185.07500000000002,184.0332
2016-07-13,2016,7,13,Wednesday,28,2016-28,215.44,215.45,214.35,214.92,87324100,190.73,-0.0001397420012302364,185.50714285714284,184.1756
2016-07-14,2016,7,14,Thursday,28,2016-28,216.4,216.67,215.66,216.12,91230900,191.8,0.005583741197803471,185.84357142857144,184.3714
2016-07-15,2016,7,15,Friday,28,2016-28,216.78,217.01,215.31,215.83,107155400,191.54,-0.0013418820669677256,186.64142857142855,184.5822
2016-07-18,2016,7,18,Monday,29,2016-29,215.97,216.6,215.67,216.41,58725900,192.06,0.0026873702679053313,187.70714285714286,184.8042
2016-07-19,2016,7,19,Tuesday,29,2016-29,215.92,216.23,215.63,216.19,54345700,191.86,-0.0010164838176952573,188.53071428571428,185.00900000000001
2016-07-20,2016,7,20,Wednesday,29,2016-29,216.19,217.37,216.19,217.09,58159500,192.66,0.004162884973212488,189.19214285714287,185.2268
2016-07-21,2016,7,21,Thursday,29,2016-29,216.96,217.22,215.75,216.27,67777300,191.93,-0.0037773417312981783,189.62214285714285,185.38480000000004
2016-07-22,2016,7,22,Friday,29,2016-29,216.41,217.3,216.1,217.24,62787500,192.79,0.00448523506441445,190.08571428571426,185.59439999999998
2016-07-25,2016,7,25,Monday,30,2016-30,217.0,217.06,215.97,216.65,55873100,192.27,-0.002715911824161199,190.6078571428571,185.79240000000001
2016-07-26,2016,7,26,Tuesday,30,2016-30,216.53,217.17,215.76,216.75,70080500,192.36,0.00046156957145448985,191.05785714285713,186.02399999999997
2016-07-27,2016,7,27,Wednesday,30,2016-30,217.19,217.27,215.62,216.52,84083900,192.15,-0.001060977447783995,191.5007142857143,186.21580000000003
2016-07-28,2016,7,28,Thursday,30,2016-30,216.29,217.11,215.75,216.77,65035700,192.37,0.0011546959900101683,191.76142857142855,186.446
2016-07-29,2016,7,29,Friday,30,2016-30,216.46,217.54,216.13,217.12,79519400,192.69,0.0016145195235901522,191.99785714285716,186.6816
2016-08-01,2016,8,1,Monday,31,2016-31,217.19,217.65,216.41,216.94,73311400,192.53,-0.0008291216671506563,192.1242857142857,186.9266
2016-08-02,2016,8,2,Tuesday,31,2016-31,216.65,216.83,214.57,215.55,92295500,191.29,-0.006407525636720424,192.16428571428574,187.12399999999997
2016-08-03,2016,8,3,Wednesday,31,2016-31,215.48,216.25,215.13,216.18,53993600,191.85,0.0029229039513005706,192.16785714285717,187.3376
2016-08-04,2016,8,4,Thursday,31,2016-31,216.31,216.78,214.25,216.41,46585500,192.06,0.0010640135628723346,192.205,187.5084
2016-08-05,2016,8,5,Friday,31,2016-31,216.41,218.23,216.41,218.18,71892200,193.63,0.00817890496551632,192.31714285714287,187.68560000000002
2016-08-08,2016,8,8,Monday,32,2016-32,218.4,218.52,217.74,218.05,39906500,193.51,-0.0005957695632677895,192.435,187.85940000000002
2016-08-09,2016,8,9,Tuesday,32,2016-32,218.13,218.76,217.8,218.18,51251700,193.63,0.0005961247162296068,192.50428571428571,188.0198
2016-08-10,2016,8,10,Wednesday,32,2016-32,218.31,218.4,217.23,217.64,57941100,193.15,-0.002474965463490575,192.5914285714286,188.17759999999998
2016-08-11,2016,8,11,Thursday,32,2016-32,218.26,218.94,217.95,218.65,72504300,194.04,0.004640599067914364,192.6807142857143,188.34560000000002
2016-08-12,2016,8,12,Friday,32,2016-32,218.29,218.71,217.99,218.46,61313500,193.87,-0.0008688503126375036,192.79500000000002,188.49879999999996
2016-08-15,2016,8,15,Monday,33,2016-33,218.89,219.5,218.88,219.09,49813500,194.43,0.0028838110853064425,192.94285714285712,188.6744
2016-08-16,2016,8,16,Tuesday,33,2016-33,218.6,218.68,217.96,217.96,53213600,193.43,-0.005157820777362376,193.03428571428572,188.81119999999999
2016-08-17,2016,8,17,Wednesday,33,2016-33,218.0,218.53,217.02,218.37,75134300,193.79,0.0018809350149731063,193.1357142857143,188.9492
2016-08-18,2016,8,18,Thursday,33,2016-33,218.34,218.9,218.21,218.86,52989300,194.23,0.002244160435031173,193.24571428571429,189.084
2016-08-19,2016,8,19,Friday,33,2016-33,218.31,218.75,217.74,218.54,75443000,193.95,-0.0014620921327800351,193.34714285714287,189.2182
2016-08-22,2016,8,22,Monday,34,2016-34,218.26,218.8,217.83,218.53,61368800,193.94,-4.578924250198124e-05,193.53642857142856,189.3878
2016-08-23,2016,8,23,Tuesday,34,2016-34,219.25,219.6,218.9,218.97,53399200,194.33,0.0020131666623000033,193.7135714285714,189.59380000000002
2016-08-24,2016,8,24,Wednesday,34,2016-34,218.8,218.91,217.36,217.85,71728900,193.33,-0.005114635456687888,193.8042857142857,189.787
2016-08-25,2016,8,25,Thursday,34,2016-34,217.4,218.19,217.22,217.7,69224800,193.2,-0.0006886984396631268,193.77357142857142,189.98260000000002
2016-08-26,2016,8,26,Friday,34,2016-34,217.92,219.12,216.25,217.29,122506300,192.84,-0.0018832605894807397,193.72571428571428,190.1602
2016-08-29,2016,8,29,Monday,35,2016-35,217.44,218.67,217.4,218.36,70502200,193.79,0.004924311421709016,193.73714285714283,190.37040000000002
2016-08-30,2016,8,30,Tuesday,35,2016-35,218.26,218.59,217.35,218.0,58114500,193.47,-0.0016484332443197358,193.76,190.55059999999997
2016-08-31,2016,8,31,Wednesday,35,2016-35,217.61,217.75,216.47,217.38,85269500,192.92,-0.002844151074023693,193.68,190.7094
2016-09-01,2016,9,1,Thursday,35,2016-35,217.37,217.73,216.03,217.39,97844200,192.92,4.595449381961103e-05,193.61214285714283,190.87419999999997
2016-09-02,2016,9,2,Friday,35,2016-35,218.39,218.87,217.7,218.37,79293900,193.79,0.004507841683049962,193.5664285714286,191.0082
2016-09-06,2016,9,6,Tuesday,36,2016-36,218.7,219.12,217.86,219.03,56702100,194.38,0.003022475146289283,193.63428571428568,191.2884
2016-09-07,2016,9,7,Wednesday,36,2016-36,218.84,219.22,218.3,219.01,76554900,194.36,-9.145213030481436e-05,193.67499999999998,191.63279999999997
2016-09-08,2016,9,8,Thursday,36,2016-36,218.62,218.94,218.15,218.51,74102900,193.92,-0.0022827440346561145,193.65285714285713,191.9046
2016-09-09,2016,9,9,Friday,36,2016-36,216.97,217.03,213.25,213.28,221589100,189.28,-0.023934775829684063,193.3192857142857,192.0222
2016-09-12,2016,9,12,Monday,37,2016-37,212.39,216.81,212.31,216.34,168110900,191.99,0.01434706997888835,193.18,192.1438
2016-09-13,2016,9,13,Tuesday,37,2016-37,214.84,215.15,212.5,213.23,182828800,189.23,-0.014375417446456429,192.81571428571428,192.2024
2016-09-14,2016,9,14,Wednesday,37,2016-37,213.29,214.7,212.5,213.15,134185500,189.16,-0.00037511367508669125,192.51785714285714,192.2864
2016-09-15,2016,9,15,Thursday,37,2016-37,212.96,215.73,212.75,215.28,134427900,191.05,0.009992964382610436,192.3642857142857,192.3862
2016-09-16,2016,9,16,Friday,37,2016-37,213.48,213.69,212.57,213.37,155236400,190.31,-0.003865566460428571,192.18357142857144,192.4734
2016-09-19,2016,9,19,Monday,38,2016-38,214.13,214.88,213.03,213.41,80250500,190.35,0.00018745383808926874,191.93785714285715,192.50600000000003
2016-09-20,2016,9,20,Tuesday,38,2016-38,214.41,214.59,213.38,213.42,69665300,190.36,4.6734433465589476e-05,191.71571428571428,192.52559999999997
2016-09-21,2016,9,21,Wednesday,38,2016-38,214.24,216.03,213.44,215.82,110284400,192.5,0.01124547857470648,191.68571428571428,192.56040000000002
2016-09-22,2016,9,22,Thursday,38,2016-38,217.0,217.53,216.71,217.18,76678700,193.71,0.006301792952480456,191.74214285714288,192.62
2016-09-23,2016,9,23,Friday,38,2016-38,216.72,216.88,215.88,215.99,73630900,192.65,-0.005479587151500875,191.66071428571428,192.637
2016-09-26,2016,9,26,Monday,39,2016-39,215.02,215.23,214.01,214.24,89827300,191.09,-0.008102060955270662,191.4257142857143,192.628
2016-09-27,2016,9,27,Tuesday,39,2016-39,214.05,215.68,213.62,215.57,78494800,192.28,0.006207888361337233,191.27714285714288,192.6324
2016-09-28,2016,9,28,Wednesday,39,2016-39,215.83,216.82,214.71,216.64,87411000,193.23,0.004963573137789057,191.22785714285715,192.6598
2016-09-29,2016,9,29,Thursday,39,2016-39,216.4,216.87,214.04,214.68,128070600,191.48,-0.009047068874610154,191.38500000000002,192.6362
